sex;source;likes;text;label
Ж;Катя Конусова;0;[id439398459|Саша], та хоть кролика можно обучить курить ???????да есть люди у которых оно само и такие люди есть во всех сферах. Вот рисует допустим человек с детства офигительно, а другой и линию прямую провести не сможет, если ему сильно хочется уметь рисовать он идёт и учится, как кисточки держать, как краски мешать, пропорции выверять всему учится.  В мистическом уклоне точно так же учишься, там такие же свои правила и принципы, как думать, как чувствовать, как налаживать контакт и т.д. , учишься управлять своими эмоциями их силой.  Если есть желание, научиться можно чему угодно, кто-то хочет строить космические шатлы будет хорошим проектировщиком, у меня допустим к этому желания нет, выберу другие области интересов.  Так-то и наши смартфоны когда-то считались фантастикой и магией.  Если бы у нас всё было завязано лишь на природном даре это было бы страшно … представляете, люди бы верили в то, что обучиться ничему не возможно, всё фатум либо дано либо нет от рождения.  У нас даже врачей бы не было ?? Музыкантов бы не было. Вообще считай ничего бы не было, если люди этим обладающие и умеющие не разложили попунктно как они это именно умеют и делают и не стали бы этому учить.;5
Ж;Катя Конусова;6;[id16120898|Ксения], у меня несколько подруг в окружении тоже после попыток самостоятельно родить уехали на экс. Поэтому в мой огород не летят подобные камни. И спасибо мужу, он очень понимающий человек. Меня вытаскивали с того света, если бы не сразу отправили на экс, то меня просто напросто сейчас бы не было в живых. Увы, это горькая правда. Поэтому меня всегда удивляют подобные комментарии, что «если тебя резали, значит ты не рожала, значит ты не женщина»… а кто я блин тогда??!! Из меня вышел ребенок и совершенно неважно, каким путем! Любая женщина, которая выносила ребенка, ходила под различными угрозами. Даже самая идеальная, на первый взгляд, беременность может в конечном итоге вылиться в тяжелые роды. Как я радовалась, что у меня токсикоза не было, что я не обнималась с унитазом. А третий триместр принес «подарок» в виде огромных отеков и скрытого давления. которое в конечном итоге вылились в тяжелую преэклампсию;4
Ж;Катя Конусова;6;[id16120898|Ксения], не обращайте внимание на таких женщин, видимо это их главное достижение в жизни????????? хоть у меня не кс, но я после родов слышала муки отходняка после кесарево у других девочек, и это ужасно.. так что одинаково «приятно» страдают обе стороны, просто рожающие сами страдают в моменте сейчас, а кс страдают после родов: так что не переживайте????;4
Ж;Катя Конусова;0;[id16120898|Ксения], господи в каком мракобесии до сих пор живут люди. Если показания были делать кесарево?! Че за бред несут люди. Я бы слала всех: иди роди на х*** ??. Троих родила сама, третьего очень хотела кс и не согласились врачи. Первую рожала двое суток чуть не померла, а вот с третьим прям на гране было чуть ребёнка не убили 4 кг и я  маленькая с узким тазом, доставали вакуумом ещё и обвитие в общем оба чуть не умерли, мне пришлось наркоз делать. Два года прошло не восстановила ещё здоровье, нужна операция плохо зашили. в жизни не полезу кому как рожать. Хоть через ноздри ?? если вам врач разрешит и все будут здоровые и счастливые. Только дебилы такими вещами занимаются. Родила и плакала осознав что мальчик и ему не придётся рожать, а потом заплакала ещё больше вспомнив про двух старших дочерей.;4
М;Катя Конусова;0;[id196756321|Юлиана], >несовершеннолетние девушки >Контент про куи,про с*сать,рогатку раздвигать  Кто их интересно воспитывал ,такие же мамаши-шаболды-разведенки,которые не смогли сохранить семью и теперь побираются по халявным свиданиям и скачать по куям ?;3
Ж;Катя Конусова;24;[id125673271|Алексей], парни в 17 лет не занимаются с*ксом? То есть, нелогично...  В пубертат (11/12 лет — 19 лет) такая гиперфиксация на с*ксе, как на роликах в тик ток — нормальна. В 20 + или 30 +/40+ (я не знаю сколько вам лет) писать гадости про школьниц и обзывать их такими словами — тут стоит задуматься...;3
М;Катя Конусова;1;[id196756321|Юлиана], занимаются,но они не делают из этого тупой контент и не выставляют себя шаболдами.А прикинь,как стыдно их родителям,что их дочери такие ? И вместо того ,чтоб в голову закладывать знания-они закладывают за щеку кое что другое.;2
Ж;Катя Конусова;32;[id125673271|Алексей], тик ток это всего лишь ресурс который выдает тот контент, на котором вы задерживаете внимание, то есть ваша лента говорит только о вас, но не о всем ресурсе.;5
М;Катя Конусова;0;[id196756321|Юлиана], единственно кому стоит задумать-это родителям мелких обезьян.;1
Ж;Катя Конусова;22;[id125673271|Алексей], серьёзно? То есть, вот эти миллиарды гигабайт роликов про пикап (где рассказывают как склеить девушку или как вчера парень склеил девушку) и прочее, сливы чужих фоток/ поливание девушек помоями, как вы сейчас — тот контент, который парни якобы не делают... Вы об этом благополучно забыли?;5
М;Катя Конусова;0;[id196756321|Юлиана], пикап -это курсы выгодные для женщин.То есть он построен на том, чтобы полностью угодить девушке: стать парнем её мечты, создать неотразимый образ в её голове, и это использовать в своих целях, то есть если взять по сути, то это разновидность подкаблучничества: угодить девушке, чтобы 100% переспать с ней. Мне кажется, что это неким образом унижает мужское достоинство и честь.;4
М;Катя Конусова;1;[id540113266|Люсь], потому что их родители только и разговаривают о сиськах и письках ,если бы родители разговаривали о науке,о космасе ,то и у детей были бы такие же интересы;4
Ж;Катя Конусова;16;[id125673271|Алексей], блять, ты еблан?.. Это банальный интерес на фоне резкого гормонального развития. Родители это не могут контролировать.   У меня знакомый, несколько раз побеждал на Всероссийских олимпиадах, зарабатывает с 9-го класса во фрилансе  ТОЖЕ ШУТИЛ ПРО ПИСЬКИ-СИСЬКИ И ГОМИКОВ;1,4
Ж;Катя Конусова;14;[id125673271|Алексей], 15 лет давно стал зрелым возрастом?  Я тебе больше скажу, у него в классе куча друганов было. Если кто тут омежка, так это ты. Омежка, душнила, одинокий черт, который даже в школу не ходил и не знает, как ведут себя школьники и школьницы;1
Ж;Катя Конусова;9;[id125673271|Алексей], это мелкое лошье зарабатывало на разработке программ побольше некоторых взрослых зануд и душнил)  Ты то сам, как шутишь?) У меня в реках вообще таких девушек нет, только рецепты тортиков. Так ты уверен, что ты не являешься этим мелким тупым лошьем?));1
М;Катя Конусова;0;[id196756321|Юлиана], это у вас проблемы с юмором, раз вы шутите про пердежь и чужие гениталии;2
Ж;Катя Конусова;9;[id125673271|Алексей], вы не читаете что вам пишут, потому что зациклены на себе, видимо. Я такого не говорила. Вы ни юмор, ни переносное значение не понимаете.  Вы начали с оскорбления школьниц, потом перешли на оскорбления их мам и женщин в целом, сейчас перешли конкретно на меня (нужен же вам какой-то объект для сбрасывания негатива). Это не ваш персональный подкаст, чтоб вы задавали тон диалогу (если ваши непонятные и нелогичные выкрики с оскорблениями можно вообще назвать диалогом).;5
М;Катя Конусова;0;[id196756321|Юлиана], грыжа, сь*би накуй отсюда, не засаряй эфир мне;1
Ж;Катя Конусова;5;[id125673271|Алексей], что смотрите, то и попадает в рекомендации, у меня такой херни нет ??;4
Ж;Катя Конусова;2;[id148897502|Надежда], у меня тоже. У меня искусство, танцоры, котики.;4
Ж;Катя Конусова;10;[id125673271|Алексей], дак ты сам регулируй свою ленту дебил. и хуйня попадаться не будет. у меня например вообще котята и эдиты по аниме;1
Ж;Катя Конусова;10;"[id125673271|Алексей], пиздец твои комментарии почитаешь, так здесь интеллектуальный аристократ сидит среди крестьян кривозубых.  я редко когда такое говорю, но ты прежде чем высирать что-то, научись хоть пробел после запятой ставить, слова через дефис писать, словарные слова вспомни (""космасе"" бля), чтоб не позориться. и не позиционируй себя как умного человека, когда таковым не являешься.  внутренний мир обогати, обрети критическое мышление, чтобы не выдавать чужие поверхностные мысли за свои.";1,3
Ж;Катя Конусова;2;[id125673271|Алексей], парни постят тоже самое и еще постоянно говорят про это, но осуждают только женскую сексуальность. Еби мужиков, если для женщины секс это шаболда;5
Ж;Катя Конусова;1;[id125673271|Алексей], мужчины создали патриархат и образ альфы. Вы сами хуйню делаете и потом страдаете;1
М;Катя Конусова;0;[id196756321|Юлиана], защищать шаболд я вижу вы обожаете.;1
Ж;Катя Конусова;1;[id23327057|Елена], если вы не знаете , это не значит что их нет. Гугл в помощь   https://dzen.ru/a/YKiGCLpfeFaGGSwY;1
Ж;Катя Конусова;0;[id20234192|Ксения], чисто по закону родители имеют обязанности перед ребенком. Так что тут вообще статья;4
Ж;Катя Конусова;2;[id20234192|Ксения], ребёнок это не вещь которой она может распоряжаться как хочет,бросать когда надоело??можно так оправдать все на свете,мой ребёнок,захотела на помойку отнесла,в сем проблема?;4
Ж;Катя Конусова;1;[id2255328|Екатерина], вы не мой психолог, поэтому свои советы оставьте для своих клиентов. Странно, что вам нужно это объяснять) успехов!;0
Ж;Катя Конусова;0;[id57028165|Юлия], странно что вам нужно объяснять, что искажение фактов погружает вас в выдуманную реальность, в ваше собственное зазеркалье. Вам тоже желаю успехов и добра!;1
Ж;Катя Конусова;1;[id2255328|Екатерина], лучше поживу в своем зазеркалье, но детей на Бали одних оставлять не буду);1
Ж;Катя Конусова;0;[id57028165|Юлия], чтобы оставлять детей на Бали, а самой лететь в Дубай, брать няню, нужно нехило так потрудиться;6
Ж;Катя Конусова;5;[id2255328|Екатерина], потружусь, чтобы была возможность платить няне столько, чтобы брать ее с собой в отпуск везде, куда еду сама);4
Ж;Катя Конусова;0;[id57028165|Юлия], если бы да кабы во рту росли грибы;1
Ж;Катя Конусова;7;[id2255328|Екатерина], ?????????? уровень ответов на 100/100;1
Ж;Катя Конусова;6;[id2255328|Екатерина], не надо изображать из себя образованного психолога,когда вы не можете правильно употребить устойчивое выражение, и вспомнить чью-то цитату(типа кавычки есть,значит этого достаточно) Пожалуйста,оставьте своего полуторагодовалого ребёнка,которому мама просто необходима, на малознакомую женщину в чужой стране с так себе условиями,при чем не на вечер,а на постоянной основе. Говорите что-то про психологию,а у ребёнка типа нет психики получается?;5
Ж;Катя Конусова;0;[id9761649|Юлия], ещё и уехала сама в другую страну, бедный ребёнок…;4
Ж;Катя Конусова;0;[id57028165|Юлия], мне кошку страшно на пару часов одну оставить, а тут ребёнок…;4
Ж;Катя Конусова;29;[id1054673|Алиса], о том и речь, что родители отвечают за ребёнка, не няни в странах третьего мира, которые даже говорить с ребёнком не могут на понятном ему языке. По сути она его где-то забудет и ей ничего не будет, она чужая тётя.;4
Ж;Катя Конусова;28;[id1054673|Алиса], я не утрирую, я знаю психологию. И это сложный возраст, формирование привязанности это важно. И если он на постоянке с няней (а вопрос поднялся не потому, что девушка уехала на один вечер, а потому что у людей начало возникать подозрение, что ребенок у няни живёт), это нездоровое. И да, Ваша последняя фраза - это прямой путь к оправданию домашнего насилия в том числе, будьте с ней осторожнее;5
Ж;Катя Конусова;17;[id30081202|Анастасия], намного больше случаев где сами родные били и издевались над ребенком. Их в 1000 раз больше , так может сразу забирать детей при рождении? Конечно нет. Потому что не надо все притягивать за уши. Мужики тоже насилуют и что? Давайте все кастрировать. Вот все кто мне отвечает не понимают одну вещь. Вы видите только негатив, а это очень печально. Надо понимать что жизнь разная и не нам всем судить о поступках других.;5
Ж;Катя Конусова;12;[id1054673|Алиса], отдавали, я все лета была у бабушки, но именно лета, а не постоянно, и не с полутора, а с 5 лет начали отправлять.... И бабушки как мамы были.;5
Ж;Катя Конусова;13;[id170767748|Екатерина], да в том то дело что кто угодно , и родной и не родной. Я говорю о том что это бред судить человека кому он оставил ребенка. Если она оставила значит доверяет, и тут не важно что думаем мы с вами . Вот что я пытаюсь тут донести. Раздули скандал из придумок. Если достать фото нашего детства в деревне, то не у всех условия будут лучше чем тут на фото. Но люди в них увидели что ребенку плохо и строят тут догадки, а факт остаётся фактом , это не наше дело туда лезть;7
Ж;Катя Конусова;16;[id1054673|Алиса], у вас нет детей я так понимаю;2
Ж;Катя Конусова;8;[id41443430|Наталья], и полуторогодавалых тоже. Я с пелёнок, условно, например, могла месяц у одной бабушки пожить, месяц у другой вообще в другом населенном пункте, при том, что я ее каждый год забывала и для меня это была непонятная бабушка какая-то?? Папа на поезде отвозил и забирал через месяц-два??Или по РФ нормально, а по заграницам грех?));5
Ж;Катя Конусова;17;[id94798316|Мария], это ненормально. Все;1
Ж;Катя Конусова;7;[id9761649|Юлия], вот и я про что! Что уж бабушки и то - край. А тут чужой нерусской тетке в другой стране в аул сдать..;4
Ж;Катя Конусова;0;[id1054673|Алиса], ну да, ну да) к чему этот текст? В край можно отдать бабушке, если позарез надо, на пару часов. Но явно не тетке нерусской за границей в аул сдать. Или Вы аул оправдываете?;4
Ж;Катя Конусова;5;[id373139480|Дарья], опять вот всё утрируют … да и еще с нотками расизма. Что за злые люди ???????;1
Ж;Катя Конусова;2;[id1054673|Алиса], раньше на фото условия были хреновые, тк это СССР, денег - 0. Родители на 2,3 работах упахивались. А тут почему осуждают?? Потому что у дамы денег дофига, по крайней мере так выставляется, а оставляет в бедной семье в ауле какой то нерусской. Треш;2
Ж;Катя Конусова;5;[id41443430|Наталья], мой полуторагодовалый ребенок сейчас летом уже как 2 месяца с бабушкой и дедушкой (моими родителями) находится в другом регионе, я работаю. Дали в сентябре сад, заберу к этому времени. Что тут плохого то?;4
Ж;Катя Конусова;5;[id1054673|Алиса], кто злой? Какой расизм? Знание о том, что у людей с других стран другой менталитет, который может не подходить твоему ребенку, повлиять на его развитие - это расизм?? Мне кажется, это здравый смысл. Если для Вас это норма, сочувствую.;5,1
Ж;Катя Конусова;17;[id1054673|Алиса], при чем тут расизм. Вы выезжали хоть куда то? Это разные культуры, минталитет, отношение ко многим вопросам, в том числе санитарии. Это другая флора и фауна. В чем проблема взять ребёнка в Дубаи с собой, где явно лучше с бытовыми вопросами, оставить там с няней в отеле на несколько часов и пойти тусить в клуб?;5
Ж;Катя Конусова;20;[id498485687|Алена], это может нарушить привязанность Можете что угодно говорить, но привязанность дело тонкое. Я ещё понимаю, когда выбора нет, такое бывает, но добровольно - нет, это нездоровое явление;6
Ж;Катя Конусова;2;[id41443430|Наталья], б-болтология. Смотрите и читайте Петрановскую. Привязанность это никак не нарушает.;5
Ж;Катя Конусова;6;[id498485687|Алена], а Вы кроме одного человека привести можете доказательную базу? Ну раз взялись;1
Ж;Катя Конусова;6;[id41443430|Наталья], я говорю конкретно за себя и своего ребенка. И я говорю за детей, которые родились у моих подруг. Если вам нужны исследования - то читайте Петрановскую, читайте Боулби. Привязанность убивает не то, что ребенок не видит маму и что она работает в другом регионе, а то как с ним обращаются. Привязанность это не только про мать, но и про доверительных взрослых и про открытость ребенка миру. Это не только от мамы зависит, но и ближайших доверительных родственников.;6
Ж;Катя Конусова;3;[id9761649|Юлия], боюсь даже узнать как именно «другой менталитет» сломает ребенка? Такое ощущение что у вас однобокое , опять же утрированное мнение, о других странах.;1
Ж;Катя Конусова;13;[id1054673|Алиса], сравнили *опу с пальцем, простите. Отправить на лето к родной бабушке ребенка дошкольного или школьного возраста, отнюдь не одно и тоже, чем оставить 1,5 годовалого с няней-иностранкой в чужой стране третьего мира. Если даже случись что, никто ее и искать не будет, типо «сама виновата гражданка чужой страны». И вы говорите «если оставила, то доверяет». А вы не думали, что есть вариант оставила, потому что безответственная дура?;1
Ж;Катя Конусова;3;[id405342180|Ольга], так можно 1000 вариантов придумать. Именно придумать! Так же и о вас. Я могу придумать что вы социально опасный человек, просто исходя из своего отношение к вашему сообщению. Именно так делаете вы, придумываете за чужого человека, не зная его лично и эту ситуацию, но мнение то свое составили? Или это тоже сравнение жопы с пальцем? И это совсем другое?я вообще не понимаю этого дикого желания судить поступки других;3
Ж;Катя Конусова;7;[id41443430|Наталья], как есть культ ГВ и культ ЕР, так и в культ «мама24/7» без нянь и бабушек. Мне кажется это можно применить к периоду донашивания, 1 году жизни, но когда уже малышу почти 2 года и ребенок может сам ходить/играть/держать ложку, то уже привязанность перестает быть ответственностью только мамы. Семью окружает большое количество людей.;5
Ж;Катя Конусова;1;[id498485687|Алена], никто не говорит про 24/7, но не месяц же;5
Ж;Катя Конусова;25;[id1054673|Алиса], мне вообще плевать с кем и где тусуется эта женщина, я считаю что это оставление ребенка в опасности. В этом возрасте он не сможет рассказать, пожаловаться или дать какой-то знак, если с ним что-то не так в чужой стране, совсем один. Ужас. За невыполнение своих родительских обязанностей лишают родительских прав, без ваших ванильных формулировок «не судите других». Хочешь тусоваться и летать куда хочешь, не рожай. Родила будь обязана выполнять свои родительские обязанности. Ребенка в таком возрасте оставлять в чужой стране под присмотром местной няни - преступная халатность;4
Ж;Катя Конусова;8;[id405342180|Ольга], согласна с вами. Лучше бы забрала в дубай с собой и там няню наняла, хотя бы в одной стране быть с ребенком. Тупо не захотела заниматься вопросами документации и деньги тратить на решение этого всего;2
Ж;Катя Конусова;2;[id41443430|Наталья], относится ли наша дискуссия к тому о чем в посте говорят - это вообще отдельный вопрос. Я безумно удивилась в комментариях увидеть мнение что оставлять детей бабушкам/дедушкам на лето считается опасным и неправильным действием, особенно если ребенку 1,5 года. Я искренне этого не понимаю и задаюсь вопросом - либо такого мнения люди, у которых нет бабушек/дедушек и нет помощи с малышом (зависть): либо это мамы которые прям вообще не имеют никаких нужд и психология выше чем естественность развития. У меня есть знакомые мамы, которые детей и с 3 лет не отдали в сад, потому что ребенок к маме привязан очень и мама боится слез малыша. В итоге уже как 6 лет в отпуске и не работает, семья из 3 человек живет на 30 тысяч заработка папы, мама перестала работать и даже не планирует потому что дальше школа и как же малыш будет учиться (ведь с ним нужно делать уроки, это тоже привязанность).;6
Ж;Катя Конусова;8;[id498485687|Алена], Вы понимаете, что мешаете теплое с мягким? Полуторалетка и трехлетка - это две разные стадии. И Вам видимо неизвестны ситуации, когда бабушки ввиду возраста уже не справлялись, или когда доставляли больше проблем, чем пользы. Я считаю, что жить ребенок должен с одним из родителей, а срок, на который он может жить с другими родственниками ограничен и чем младше ребенок, тем меньше. А Ваши приведенные мамочки с плачущими шестилетками вообще не имеет отношения к тому, о чем я писала;6
Ж;Катя Конусова;2;[id41443430|Наталья], почему же, известны. Но опять же, детей везут бабушкам и дедушкам не резко и внезапно, тупо бросив ребенка и захлопнув дверь. Вы знаете таких мам? Я нет. Обычно детей привозят, 2 недели адаптации и отпуска с старшими и потом уезжают. Участие бабушек и дедушек в жизни внука - это естественный процесс, испокон веков который был и до сих пор есть. Молодые родители раньше пахали на полях, пока старейшины за детьми смотрели. Сейчас реалии изменились и за детьми либо следят родители, либо воспитатели в саду потом, либо няни. Бабушки и дедушки тоже имеют право на общение с внуками, но выражать его или нет - это не зависит от родителей. Есть бабушки и дедушки, которые не хотят и не будут сидеть с детьми (это у меня свекровь такая), пока родители работают. А про шестилеток я сказала - там где ты не отдаешь 1,5 летку, 3 летку в сад/няне/бабушке и боишься потерять привязанность (за которую не только ты можешь быть ответственна), то так будет и дальше и можно стать заложником утверждений, не применимых к нашей действительности. Это не про ребенка, это про родителя и про привязанность я говорю. Я считаю что в таком случае, если ребенок должен жить с родителями без ограничений до 3 лет и привязанность императивна (будут указывать это в СК РФ и конституции), то и мать должно содержать государство на пособия не от 0 до 1,5 лет, а до 3 лет. Путинские должны выдаваться до 3 лет, а не каждый год заново подаваться и меняется при этом ПМ. Я считаю не просто так не дают пособия после 1,5 лет. В этом возрасте ребенок уже не так висит на маме и не так привязан, женщина должна потихоньку возвращаться к прежней жизни и это никак не должно влиять на её отношения с ребенком.;7
Ж;Катя Конусова;0;[id498485687|Алена], Вы опять намешали абсолютно все, что смогли;3
Ж;Катя Конусова;0;[id41443430|Наталья], если вы не понимаете о чем я говорю, значит вы просто не сталкивались с такой жизненной ситуацией на практике. Любая мама меня поймет;2
Ж;Катя Конусова;0;[id498485687|Алена], нет, это Вы не поняли ничего из того, что я написала, а пытаетесь напирать, указывая уже не одну, а кучу целую абсолютно разных ситуаций;0
Ж;Катя Конусова;2;[id41443430|Наталья], я задаюсь еще один раз вопросом - как может плохо повлиять на привязанность нахождение ребенка с бабушками и дедушками на лето? Это происходит всегда только по обоюдному согласию и если бабушки дедушки немощные, то ни одна адекватная мама ребенка не оставит. Чаще всего оставляют бабушкам и дедушкам молодым, как например моим 50-55 лет возрастом. Вот как это влияет на привязанность к маме? Я считаю что никак, если ребенка любят все члены семьи.;6
Ж;Катя Конусова;9;[id1054673|Алиса], это другая страна. Украдут, увезут в детское рабство и всё! Его не найти уже. Поменяют документы, он станет взрослым и не узнает даже никто. Сколько таких примеров. И от этой женщины-воспитателя ничего не добьешься. Она наш язык то вряд ли знает. И по закону вряд ли что-то сделаешь, потому что это Бали.;6
Ж;Катя Конусова;6;[id498485687|Алена], ко мне на консультации приходят мамы с проблемой, что ребёнок не воспринимает её как мать, маленькие почти всегда за лето начинают звать бабушку мамой - и вот причины депрессий, неврозов, просто на лето, просто бабушке?????;4
Ж;Катя Конусова;0;[id9761649|Юлия], детские сады и те с 1.5 лет. И да, там с ребенком тоже «чужие люди». Ещё и не с одним, а с двадцатью сразу.;5
Ж;Катя Конусова;1;[id912822|Татьяна], у меня настольная книжка Петрановской про теорию привязанности и про то, как нужно общаться с ребенком. Да, ребенка оставлять нельзя. Да, мама нужна. Но она четко описывает процесс кому можно ребенка доверить из близких, про общение ребенка с бабушками и дедушками, и про то как выходить потом и адаптироваться маме к рабочим условиям. А вы что читали? А точно ли Петрановскую ?;6
Ж;Катя Конусова;2;[id912822|Татьяна], мне очень жаль что у людей происходят такие проблемы. Но, опять же, это ваш хлеб, если вы работаете психологом. Я тоже ходила к психологу с вопросами о послеродовой депрессии. Лечить голову важно, понять подход важно, причину.  Но я считаю что проблема депрессий и неврозов не в бабушках и дедушках, а в неправильном отношении к ребенку. Неправильном подходе к ребенку. Если ребенка оставляют старшему поколению, любая мама должна просто убедиться в безопасности этого хода и научить родственников правильному общению с ребенком.;6
Ж;Катя Конусова;1;[id912822|Татьяна], про консультации и про то что идут к вам лечить неврозы и депрессию написали. А вот ответ на вопрос «почему нахождение ребенка на лето с бабушкой и дедушкой вредят привязанности с мамой и как это пагубно влияет на ребенка» вы мне так и не ответили.;3
Ж;Катя Конусова;4;[id498485687|Алена], его убрали потому что заменили на единое, а не из-за психологии и прочего, тут за уши притянули. У детей рожденных с 01.01.23 вообще нет никаких путинских, от 3 до 7, от 8 до 17 есть только единое пособие, а сделано это что бы отдать все одной структуре - СФР. Элементарное упорядочение системы. Сейчас разные пособия выплачивают разные структуры, теперь только одна структура будет этим заниматься. И никаких 3,5 тысячи нет, выплачивается в % от прожиточного минимума ребенка в регионе, самое минимальное 50% от прожиточного минимума, далее 75% или 100%. Если у вас прожиточный в регионе 14к значит пособие будет 7к. Даже в ЛНР и ДНР с одними из самых низких прожиточных 50% это 5,5к;6
Ж;Катя Конусова;1;[id41443430|Наталья], а что  месяц катастрофа прям??? Ребенок увидит и не узнает после такого длииииительного времени?;5
Ж;Катя Конусова;2;[id9761649|Юлия], я отдала в ясли в 1,2 детей, бабодедов не было и ни каких родственников, да чужим тётям, с полутора пошли на полный день. Нарисовали трагедию там где нет.;2
Ж;Катя Конусова;2;[id59937743|Ирина], да, а сами живёте в Индии, а на работу пошли в Дубаи? Сравнили конечно.;0
Ж;Катя Конусова;2;[id59937743|Ирина], перечитайте свой текст и тему поста и а чем у всех прензии. Вы не в деревне Индии оставили ребёнка, а в городе, ясли имеют стандарт воспитательной и медицинской помощи, это только верх вопроса. Не вижу смысла повторно это писать.;5
Ж;Катя Конусова;4;[id41443430|Наталья], я согласна со всем что вы говорите ???? детям даже сад не нужен лет до 4-х (по той же Петрановской и она объясняет почему), он нужен только родителям. Я лично считаю, что лучше вообще не рожать, чем бросать ребенка хрен знает где и с кем: а если он заболеет? Судя по фото это вопрос времени что он там подцепит .. кто будет лечить ? Чем ? А если он погибнет там? Он кишечной инфекции, тропических лихорадок, коклюша, чего угодно. Мне страшно даже думать об этом. А где отец тоже большой вопрос ? На таких мамаш надо опеку, а детей лучше в семью где он будет нужен и любим, чем вот это все;7
